artist_name,artist_role,artist_id,nationality,gender,birth_year,birth_place,death_year,death_place,wiki,ulan
George Charlton,artist, , , , , , , , , 
George Clint,artist, , , , , , , , , 
George Coates,artist, , , , , , , , , 
George Cockram,artist, , , , , , , , , 
George Constable,artist, , , , , , , , , 
George Cooper,attributed to, , , , , , , , , 
George Cumberland,artist, , , , , , , , , 
George Elgar Hicks,artist, , , , , , , , , 
George Fiddes Watt,artist, , , , , , , , , 
George Havard Thomas,artist, , , , , , , , , 
George Henry Boughton,artist, , , , , , , , , 
George Henry Laporte,artist, , , , , , , , , 
George Housman Thomas,artist, , , , , , , , , 
George Howard Carlisle,artist, , , , , , , , , 
George Lambourn,artist, , , , , , , , , 
George Montard Woodward,attributed to, , , , , , , , , 
George Ortman,artist, , , , , , , , , 
George Shaw,artist, , , , , , , , , 
George Sheffield,artist, , , , , , , , , 
George Thomson,artist, , , , , , , , , 
Georgie Hopton,artist, , , , , , , , , 
Georgina Macdonald,artist, , , , , , , , , 
Georgina Starr,artist, , , , , , , , , 
Gerald Brockhurst,artist, , , , , , , , , 
Gerald Cooper,artist, , , , , , , , , 
Gerald Laing,artist, , , , , , , , , 
Gerald Moira,artist, , , , , , , , , 
Gerard Byrne,artist, , , , , , , , , 
Gerard Chowne,artist, , , , , , , , , 
Gerard Schneider,artist, , , , , , , , , 
Gerard Tremblay,artist, , , , , , , , , 
Gerardo Dottori,artist, , , , , , , , , 
Gerhard von Graevenitz,artist, , , , , , , , , 
Ghitta Caiserman-Roth,artist, , , , , , , , , 
Giacomo Balla,artist, , , , , , , , , 
Gilbert Bayes,artist, , , , , , , , , 
Gilbert Jackson,artist, , , , , , , , , 
Gilbert Ledward,artist, , , , , , , , , 
Gilles Boisvert,artist, , , , , , , , , 
Gino Severini,artist, , , , , , , , , 
Giorgio Sadotti,artist, , , , , , , , , 
Giuseppe Ajmone,artist, , , , , , , , , 
Glen Onwin,artist, , , , , , , , , 
Glenn Ligon,artist, , , , , , , , , 
Glynn Williams,artist, , , , , , , , , 
Godfrey Miller,artist, , , , , , , , , 
Gorazd Sefran,artist, , , , , , , , , 
Gordon Smith,artist, , , , , , , , , 
Grace Wheatley,artist, , , , , , , , , 
Graham Clarke,artist, , , , , , , , , 
Grete Stern,artist, , , , , , , , , 
Guillaume Corneille,artist, , , , , , , , , 
Guillermo Kuitca,artist, , , , , , , , , 
Gulsun Karamustafa,artist, , , , , , , , , 
Gunter Demnig,artist, , , , , , , , , 
Gunther Uecker,artist, , , , , , , , , 
Gustave Singier,artist, , , , , , , , , 
Gustavo Torner,artist, , , , , , , , , 
Guy Beggs,artist, , , , , , , , , 
Guy Montpetit,artist, , , , , , , , , 
Guy Sherwin,artist, , , , , , , , , 
Günther Haese,artist, , , , , , , , , 
Ha van Vuong,artist, , , , , , , , , 
Hala Elkoussy,artist, , , , , , , , , 
Hani Rashed,artist, , , , , , , , , 
Hannah Wilke,artist, , , , , , , , , 
Hanne Darboven,artist, , , , , , , , , 
Hans Laabs,artist, , , , , , , , , 
Hans Tisdall,artist, , , , , , , , , 
Hans-Peter Feldmann,artist, , , , , , , , , 
Harald Becker,artist, , , , , , , , , 
Harland Miller,artist, , , , , , , , , 
Harman Verelst,artist, , , , , , , , , 
Harold Jones,artist, , , , , , , , , 
Harold Knight,artist, , , , , , , , , 
Harold Parker,artist, , , , , , , , , 
Harold Shapinsky,artist, , , , , , , , , 
Harold Speed,artist, , , , , , , , , 
Harold Town,artist, , , , , , , , , 
Harrington Mann,artist, , , , , , , , , 
Harry Dixon,artist, , , , , , , , , 
Harry Hall,artist, , , , , , , , , 
Harry Morley,artist, , , , , , , , , 
Harry Watson,artist, , , , , , , , , 
Harry William Adams,artist, , , , , , , , , 
Harvey Daniels,artist, , , , , , , , , 
Hassel Smith,artist, , , , , , , , , 
Hayley Newman,artist, , , , , , , , , 
Hedda Sterne,artist, , , , , , , , , 
Helena Markson,artist, , , , , , , , , 
Henk Peeters,artist, , , , , , , , , 
Henri Le Sidaner,artist, , , , , , , , , 
Henri Rousseau,artist, , , , , , , , , 
Henriette Browne,artist, , , , , , , , , 
Henry Alexander Bowler,artist, , , , , , , , , 
Henry Anderton,artist, , , , , , , , , 
Henry Bernard Chalon,artist, , , , , , , , , 
Henry Bond,artist, , , , , , , , , 
Henry Bright,artist, , , , , , , , , 
Henry C Fehr,artist, , , , , , , , , 
Henry Dentith,artist, , , , , , , , , 
Henry Gibbs,artist, , , , , , , , , 
Henry Gyles,artist, , , , , , , , , 
Henry Hall Pickersgill,artist, , , , , , , , , 
Henry Heath,attributed to, , , , , , , , , 
Henry Howard,artist, , , , , , , , , 
Henry Liverseege,artist, , , , , , , , , 
Henry Monro,artist, , , , , , , , , 
Henry Muhrman,artist, , , , , , , , , 
Henry Pether,artist, , , , , , , , , 
Henry Silkstone Hopwood,artist, , , , , , , , , 
Henry Stacy Marks,artist, , , , , , , , , 
Henry Tanworth Wells,artist, , , , , , , , , 
Henry Thomson,artist, , , , , , , , , 
Henry Woods,artist, , , , , , , , , 
Henryk Gotlib,artist, , , , , , , , , 
Henryk Stazewski,artist, , , , , , , , , 
Herbert A. Olivier,artist, , , , , , , , , 
Herbert Draper,artist, , , , , , , , , 
Herbert Gurschner,artist, , , , , , , , , 
Herbert Haseltine,artist, , , , , , , , , 
Herbert Schurmann,artist, , , , , , , , , 
Hew Locke,artist, , , , , , , , , 
Hideko Fukushima,artist, , , , , , , , , 
Hilda Carline,artist, , , , , , , , , 
Hilda Fearon,artist, , , , , , , , , 
Hilde Goldschmidt,artist, , , , , , , , , 
Horacio Coppola,artist, , , , , , , , , 
Horst Janssen,artist, , , , , , , , , 
Hou Bo,artist, , , , , , , , , 
Howard Mehring,artist, , , , , , , , , 
Hrair Sarkissian,artist, , , , , , , , , 
Hubert L. Wellington,artist, , , , , , , , , 
Hugh Barron,artist, , , , , , , , , 
Hugh Carter,artist, , , , , , , , , 
Hugh O'Donnell,artist, , , , , , , , , 
Hurvin Anderson,artist, , , , , , , , , 
Iain Baxter,artist, , , , , , , , , 
Iain Forsyth,artist, , , , , , , , , 
Ian Fairweather,artist, , , , , , , , , 
Ian Friend,artist, , , , , , , , , 
Ibrahim El-Salahi,artist, , , , , , , , , 
Igino Legnaghi,artist, , , , , , , , , 
Ignacio Zuloaga,artist, , , , , , , , , 
Igor Grubic,artist, , , , , , , , , 
Igor Kopystiansky,artist, , , , , , , , , 
Ilya Kabakov,artist, , , , , , , , , 
Ilya Repin,artist, , , , , , , , , 
Ingmar Reuter,artist, , , , , , , , , 
Iqbal Geoffrey,artist, , , , , , , , , 
Irving Petlin,artist, , , , , , , , , 
Isa Genzken,artist, , , , , , , , , 
Isaac Fuller,artist, , , , , , , , , 
Isaac Julien,artist, , , , , , , , , 
Isaac Nicholson,artist, , , , , , , , , 
Isaac Pocock,artist, , , , , , , , , 
